a'marie	ಅಮಾರೀ
richard jones	ರಿಚರ್ಡ್ ಜೋನ್ಸ್
richard ramirez	ರಿಚರ್ಡ್ ರಮೀರೆಜ್
richard reid	ರಿಚರ್ಡ್ ರೀಡ್
richelieu	ರಿಕಿಲಿಯೊ
richelle	ರಿಶೋಲ್
richie robinson	ರಿಚಿ ರಾಬಿನ್ಸನ್
richmond	ರಿಚ್ಮಂಡ್
ricky	ರಿಕಿ
ricky ponting	ರಿಕಿ ಪಾಂಟಿಂಗ್
riddhi	ರಿದ್ಧಿ
ridley	ರಿಡ್ಲೇ
right livelihood award	ರೈಟ್ ಲೈವ್‌ಲಿಹುಡ್ ಅವಾರ್ಡ್
rihaee	ರಾಖಿ
rijish	ಋಜೀಶ್
rijuta	ಋಜುತಾ
rik	ರಿಕ್
ringo star	ರಿಂಗೋ ಸ್ಟಾರ್
rio grande river	ರಿಯೋ ಗ್ರಾಂಡೆ ರಿವರ್
rishi valley school	ಋಷಿ ವ್ಯಾಲಿ ಸ್ಕೂಲ್
rishika	ಋಷಿಕಾ
rishiyaketu	ಋಷ್ಯಕೇತು
rishta	ರಿಶ್ತಾ
rishta kagaz ka	ರಿಶ್ತಾ ಕಾಗಜ್ ಕಾ
rishtaa	ರಿಶ್ತಾ
rishte naate	ರಿಶ್ತೆ ನಾತೆ
riti	ರಿತಿ
rituraj	ಋತುರಾಜ್
ritvik	ಋತ್ವಿಕ್
rivaaj	ರಿವಾಜ್
river of life family	ರಿವರ್ ಆಫ್ ಲೈಫ್ ಫ್ಯಾಮಿಲಿ
river phoenix	ರಿವರ್ ಫೀನಿಕ್ಸ್
riverside	ರಿವರ್ಸೈಡ್
riwa fort	ರಿವಾ ಫೋರ್ಟ್
riyad	ರಿಯಾದ್
riyal	ರಿಯಾಲ್
riyal-omani	ರಿಯಾಲ್-ಓಮಾನಿ
riyasat	ರಿಯಾಸತ್
rizwan	ರಿಜ್ವಾನ್
robbie hart	ರಾಬೀ ಹಾರ್ಟ್
robbie kerr	ರಾಬಿ ಕೆರ್
rober bosch	ರಾಬರ್ ಬಾಶ್
robert anderson	ರಾಬರ್ಟ್ ಆಂಡರ್ಸನ್
robert bridges	ರಾಬರ್ಟ್ ಬ್ರಿಜಸ್
robert redford	ರಾಬರ್ಟ್ ರೆಡ್‌ಫೋರ್ಡ್
robert samuels	ರಾಬರ್ಟ್ ಸ್ಯಾಮುಯಲ್ಸ್
robin brown	ರಾಬಿನ್ ಬ್ರೌನ್
robin singh	ರಾಬಿನ್ ಸಿಂಗ್
robin uthappa	ರಾಬಿನ್ ಉತ್ತಪ್ಪ
robinson christian	ರಾಬಿನ್ಸನ್ ಕ್ರಿಶ್ಚಿಯನ್
rochefort	ರಾಶ್ಫೋರ್ಟ್
rocket girl	ರಾಕೆಟ್ ಗರ್ಲ್
rockford	ರಾಕ್ ಫರ್ಡ್
rockingham	ರಾಂಕಿಂಗ್‌ಹ್ಯಾಂ
rockwall	ರಾಕ್ವೆಲ್
rockwell	ರಾಕ್‌ವೆಲ್
rocky	ರಾಕಿ
rocky mount	ರಾಕಿ ಮೌಂಟ್
rocky mountain house	ರಾಕಿ ಮೌಂಟನ್ ಹೌಸ್
rod latham	ರಾಡ್ ಲಥಾಮ್
rod serling	ರಾಡ್ ಸೆರ್ಲಿಂಗ್
rodeo	ರೋಡಿಯೊ
roderick	ರೊಡೆರಿಕ್
rodney	ರಾಡ್ನೆ
roentgenium	ರೋಂಟ್‌ಜೀನಿಯಂ
roger harper	ರೋಜರ್ ಹಾರ್ಪರ್
roger telemachus	ರೋಜರ್ ಟೆಲಿಮಚುಸ್
roger woolley	ರೋಗರ್ ವೂಲೆ
rohan	ರೋಹನ್
rohan kanhai	ರೋಹನ್ ಕನ್ನಾಯ್
rohini	ರೋಹಿಣೀ
rohit	ರೋಹಿತ್
rohitashv	ರೋಹಿತಾಶ್ವ
roj kennedy	ರೋಜ್ ಕೆನೆಡಿ
rokeby museum	ರೋಕಬಾಯ್ ಮ್ಯೂಸಿಯಂ
rolando	ರೊಲ್ಯಾಂಡೊ
roll	ರೋಲ್
roller skating	ರೋಲರ್ ಸ್ಕೇಟಿಂಗ್
rollo	ರೊಲ್ಲೊ
rolta	ರೋಲ್ಟಾ
romaine	ರೊಮೈನ್
romance	ರೋಮಾನ್ಸ್
romeo	ರೋಮಿಯೊ
romeo juliet	ರೋಮಿಯೋ ಜುಲಿಯಟ್
ronat	ರೋನತ್
ronia	ರೋನಿಯಾ
ronna	ರೊನ್ನಾ
ronnie irani	ರಾನೀ ಇರಾನಿ
rookie of the year award	ರೂಕಿ ಆಫ್ ದಿ ಇಯರ್ ಅವಾರ್ಡ್
roop lekha	ರೂಪ್ ಲೇಖಾ
roop sundari	ರೂಪ್ ಸುಂದರಿ
rosa	ರೋಸಾ
rosalba	ರೋಸಾಲ್ಬಾ
rose	ರೋಸ್
rose hill evangelical free	ರೋಸ್ ಹಿಲ್ ಇವಾಂಜಲಿಕಲ್ ಫ್ರೀ
roseanne	ರೋಸಿಯಾನ್
rosemary	ರೋಜ್‌ಮೇರಿ
roshan	ರೋಶನ್
roshanalaal	ರೋಶನಲಾಲ್
rosie	ರೋಸಿ
roster	ರೋಸ್ಟರ್
rotary english medium school	ರೋಟರಿ ಇಂಗ್ಲಿಷ್ ಮೀಡಿಯಮ್ ಸ್ಕೂಲ್
roti	ರೋಟಿ
roti kapada aur makan	ರೋಟಿ ಕಪಡಾ ಔರ್ ಮಕಾನ್
rouen	ರೋಯನ್
rowing	ರೋಯಿಂಗ್
roy	ರಾಯ್
roy fredericks	ರಾಯ್ ಫ್ರೆಡರಿಕ್ಸ್
royal ahold	ರಾಯಲ್ ಅಹೋಲ್ಡ್
royal arch	ರಾಯಲ್ ಆರ್ಕ್
royal mail holdings	ರಾಯಲ್ ಮೈಲ್ ಹೋಲ್ಡಿಂಗ್ಸ್
roydon hayes	ರಾಯ್ಡನ್ ಹೇಯ್ಸ್
ruapehu	ರೂಪೆಹು
rubaina	ರುಬೈನಾ
rubicon	ರುಬಿಕನ್
rubidium	ರುಬೀಡಿಯಂ
ruby	ರೂಬಿ
ruchi soya	ರುಚಿ ಸೋಯಾ
ruchir	ರಿಚಿರ್
ruchira	ರುಚಿರಾ
rudolph	ರುಡೋಲ್ಫ್
rudra pratap singh	ರುದ್ರ ಪ್ರತಾಪ್ ಸಿಂಗ್
rudraprayag	ರುದ್ರಪ್ರಯಾಗ್
rudrapriya	ರುದ್ರಪ್ರಿಯ
rudy	ರುಡಿ
rudy giuliani	ರೂಡಿ ಗ್ಯುಲಾನಿ
rufina	ರುಫಿನಾ
rufiyaa	ರುಫಿಯಾ
rufus	ರಫಸ್
rugby union world cup	ರಗ್‌ಬೈ ಯೂನಿಯನ್ ವರ್ಲ್ಡ್ ಕಪ್
ruggiero	ರುಗ್ಗಿಯೆರೊ
rujul	ರುಜುಲ್
rukmani haran	ರುಕ್ಮಣಿ ಹರಣ್
rukmani swayamvar	ರುಕ್ಮಣಿ ಸ್ವಯಂವರ್
rukmini	ರುಕ್ಮಣಿ
ruma	ರುಮಾ
rumesh ratnayake	ರುಮೇಶ್ ರತ್ನಾಯಕೆ
rupaiya	ರುಪಯ್ಯಾ
rupana	ರುಪಾಣಾ
rupesh	ರೂಪೇಶ್
rupiah	ರುಪೈಯಾ
rupinder	ರೂಪಿಂದರ್
rupye ki kahani	ರುಪಯೆ ಕಿ ಕಹಾನಿ
ruso	ರೂಸೋ
russel	ರಸೆಲ್
russell	ರಸೆಲ್
russell krovi	ರಸೆಲ್ ಕ್ರೋವಿ
russian federation	ರಷ್ಯನ್ ಫೆಡರೇಶನ್
rustam	ರುಸ್ತಮ್
rustom-sohrab	ರುಸ್ತಮ್-ಶೌರಬ್
rutgers	ರಟ್ಗರ್ಸ್
ruth bader ginsburg	ರುಥ್ ಬೇಡರ್ ಗಿನ್ಸ್‌ಬರ್ಗ್
rutherfordium	ರೂಥರ್‌ಫೋರ್ಡಿಯಂ
rutland	ರುಟ್ಲಾಂಡ್
rutledge	ರಟ್ಲೆಜ್ಡ್
rwenzori mountains	ವೆನ್ಜೋರಿ ಮೌಂಟನ್ಸ್
ryan hinds	ರಯಾನ್ ಹಿಂಡ್ಸ್
ryan hurley	ರಯಾನ್ ಹರ್ಲೆ
ryan ramdass	ರಯಾನ್ ರಾಮ್‌ದಾಸ್
ryanair holdings	ರಾಯನೇರ್ ಹೋಲ್ಡಿಂಗ್ಸ್
ryugyong	ಯುಂಗ್‌ಯಾಂಗ್
sa'im	ಸಯ್ಮ್
sa'ir	ಸಾಯಿರ್
saabu	ಸಾಬೂ
saad	ಸಾದ್
saadat	ಸಾದತ್
saadat ali	ಸಾದತ್ ಅಲಿ
saadi shirazi	ಸಾದಿ ಶಿರಾಜಿ
saafale	ಸಾಫಾಲೆ
saagar devataa	ಸಾಗರ ದೇವತಾ
saahas	ಸಾಹಸ್
saajan bina suhagan	ಸಾಜನ್ ಬಿನಾ ಸುಹಾಗನ್
saajan ka ghar	ಸಾಜನ್ ಕಾ ಘರ್
saajan mere mein saajan ki	ಸಾಜನ್ ಮೇರೆ ಮೇ ಸಾಜನ್ ಕಿ
saakshi	ಸಾಕ್ಷಿ
saalburg	ಸಾಲ್‌ಬರ್ಗ್
saambhi	ಸಾಂಭೀ
saamna	ಸಾಮ್ನಾ
saamra	ಸಾಮರಾ
saan	ಸಾನ್
saanch ko aanch nahin	ಸಾಂಚ್ ಕೋ ಆಂಚ್ ನಹೀ
saangha	ಸಾಂಘಾ
saaran	ಸಾರನ್
saarang	ಸಾರಂಗ್
saarangadhar	ಸಾರಂಗಧರ
saarangapaani	ಸಾರಂಗಪಾಣಿ
saarangee	ಸಾರಂಗೀ
saaransh	ಸಾರಾಂಶ್
saarth	ಸಾರ್ಥ್
saarthak	ಸಾರ್ಥಕ್
saas bhi kabhi bahu thi	ಸಾಸ್ ಭೀ ಕಭೀ ಬಹೂ ಥಿ
saat bijliyan	ಸಾತ್ ಬಿಜಲಿಯಾ
saath saath	ಸಾತ್ ಸಾತ್
saathee	ಸಾಥೀ
saavitree	ಸಾವಿತ್ರೀ
sab ka ustad	ಸಬ್ ಕಾ ಉಸ್ತಾದ್
sabadhu	ಸಬಧು
sabah	ಸಬಾ
sabahat	ಸಬಾಹತ್
sabak	ಸಬಕ್
sabeeh	ಸಬೀಹ್
saber	ಸಬೀರ್
sabetha church of christ	ಸಬೆತಾ ಚರ್ಚ್ ಆಫ್ ಕ್ರಿಸ್ಟ್
sabic	ಸಬಿಕ್
sabine	ಸೇಬಿನ್
sabiqah	ಸಬೀಕಾ
sabir	ಸಬೀರ್
sabira	ಸಬೀರಾ
sabnis	ಸಬ್ನಿಸ್
saboot	ಸಬೂತ್
sabur	ಸಬುರ್
sabz baag	ಸಬ್ಜ್ ಬಾಗ್
sach	ಸಚ್
sachdeva public school, rohini	ಸಚದೇವಾ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್, ರೋಹಿಣಿ
sachetan	ಸಚೇತನ್
sachi ibadat	ಸಚ್ಚಿ ಇಬಾದತ್
sachin	ಸಚಿನ್
sacred heart catholic	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಕೆಥೋಲಿಕ್
sacred heart girls high school	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಗರ್ಲ್ಸ್ ಹೈ ಸ್ಕೂಲ್
sacred heart senior secondary school, chandigarh	ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಸೀನಿಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
sada suhagan	ಸದಾ ಸುಹಾಗನ್
sadaf	ಸದಫ್
sadagoppan ramesh	ಸಡಗೋಪನ್ ರಮೇಶ್
sadaqat	ಸದಾಕತ್
saddam hussain	ಸದ್ದಾಂ ಹುಸೇನ್
sadguna	ಸದ್ಗುಣ
sadhan	ಸಾಧನ್
sadhna	ಸಾಧನಾ
sadhu aur shaitan	ಸಾಧೂ ಔರ್ ಶೈತಾನ್
sadhvi	ಸಾಧ್ವಿ
sadiq	ಸಾದಿಕ್
sadiqah	ಸಾದಿಕಾ
sadiyah	ಸದೀಯಾ
sadoof	ಸದೂಫ್
sadyojat	ಸದ್ಯೋಜಾತ
saeed	ಸಯೀದ್
saeed anwar	ಸಯೀದ್ ಅನ್ವರ್
saeed azad	ಸಯೀದ್ ಆಜಾದ್
saeed bin nasir	ಸಯೀದ್ ಬಿನ್ ನಾಸಿರ್
saeran	ಸೀರಾನ್
safed sawar	ಸಫೇದ್ ಸವಾರ್
safeenah	ಸಫೀನಾ
safeway	ಸೇಫ್‌ವೇ
saffron	ಸೇಫ್ರನ್
safiyy	ಸಫೀ
safwah	ಸಫ್ವಾ
sagar	ಸಾಗರ್
sagar ka sher	ಸಾಗರ್ ಕಾ ಶೇರ್
sagar ki kanya	ಸಾಗರ್ ಕಿ ಕನ್ಯಾ
sagarika	ಸಾಗರಿಕಾ
saggai	ಸಗಾಯಿ
sagheer	ಸಗೀರ್
sagittarius	ಸಾಜಿಟೇರಿಯಸ್
saguna	ಸಗುಣಾ
sahab	ಸಹಾಬ್
sahadev	ಸಹದೇವ್
sahalpur	ಸಾಹಲ್‌ಪುರ್
sahani	ಸಹಾನಿ
sahar	ಸಹರ್
saharanpur	ಸಹರಾನ್ಪುರ್
sahasrajit	ಸಹಸ್ರಜಿತ್
saheb	ಸಾಹೆಬ್
saheb biwi aur gulam	ಸಾಹೆಬ್ ಬಿವಾ ಗುಲಾಮ್
saheli	ಸಹೇಲಿ
sahib	ಸಾಹಿಬ್
sahibah	ಸಹೀಬಾ
sahil	ಸಾಹಿಲ್
sahim	ಸಹೀಮ್
sahirah	ಸಹೀರಾ
sahm	ಸಹಮ್
sai baba of shirdi	ಸಾಯಿ ಬಾಬಾ ಆಫ್ ಶಿರ್ಡಿ
saifun semiconductors	ಸೈಫುನ್ ಸೆಮಿಕಂಡಕ್ಟರ್ಸ್
sailing	ಸೈಲಿಂಗ್
sainath	ಸಾಯಿನಾಥ್
sainbi	ಸೈಬಿ
saint columba's school, new delhi	ಸೆಂಟ್ ಕೊಲಂಬಾಸ್ ಸ್ಕೂಲ್, ನ್ಯೂ ಡೆಲ್ಲಿ
saint croix	ಸೇಂಟ್ ಕ್ರೋಕ್ಸ್
saint fidelis college, lucknow	ಸೆಂಟ್ ಫಿಡೆಲಿಸ್ ಕಾಲೇಜ್, ಲಕ್ನೋ
saint francis d'assisi high school	ಸೆಂಟ್ ಫ್ರಾನ್ಸಿಸ್ ಡಿಅಸಿಸಿ ಹೈ ಸ್ಕೂಲ್
saint george's	ಸೇಂಟ್ ಜಾರ್ಜಿಯಾಸ್
saint george's channel	ಜಾರ್ಜ್ಸ್ ಚಾನಲ್
saint john the baptist high school,thane	ಸೆಂಟ್ ಜಾನ್ ದ ಬಾಪ್ಟಿಸ್ಟ್ ಹೈ ಸ್ಕೂಲ್, ಥಾಣೆ
saint john's high school, chandigarh	ಸೆಂಟ್ ಜಾನ್ಸ್ ಹೈ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
saint joseph's boys' high school, bangalore	ಸೆಂಟ್ ಜೋಸೆಫ್ಸ್ ಬಾಯ್ಸ್ ಹೈ ಸ್ಕೂಲ್, ಬೆಂಗಳೂರು
saint joseph's college , nainital	ಸೆಂಟ್ ಜೋಸೆಫ್ಸ್ ಕಾಲೇಜ್, ನೈನಿತಾಲ್
saint lucian tower	ಸೆಂಟ್ ಲ್ಯುಕಿಯನ್ ಟವರ್
saint michael's academy, chennai	ಸೆಂಟ್ ಮೈಕೇಲ್ ಅಕಾಡೆಮಿ, ಚೆನ್ನೈ
saint olavs medal	ಸೇಂಟ್ ಒಲಾವ್ಸ್ ಮೆಡಲ್
saint olavs medal with oak branch	ಸೇಂಟ್ ಒಲಾವ್ಸ್ ಮೆಡಲ್ ವಿತ್ ಓಕ್ ಬ್ರ್ಯಾಂಚ್
saint stephen's school, chandigarh	ಸೆಂಟ್ ಸ್ಟೀಫನ್ಸ್ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್
sainte marie	ಸೆಂಟ್ ಮೆರೀ
saipan	ಸೈಪನ್
saipratap	ಸಾಯಿಪ್ರತಾಪ್
sajeewa de silva	ಸಜೀವ ಡಿಸಿಲ್ವ
sajid	ಸಾಜಿದ್
sajidah	ಸಾಜಿದಾ
sajili	ಸಜಿಲಿ
sajiv murti	ಸಜೀವ್ ಮೂರ್ತಿ
sajjan	ಸಜ್ಜನ್
sajjo rani	ಸಜ್ಜೋ ರಾಣಿ
saket	ಸಾಕೇತ್
sakhawat	ಸಖವತ್
sakhi	ಸಖಿ
sakhi robin	ಸಖೀ ರಾಬಿನ್
sakhr	ಸಖ್ರ್
sal	ಸಲ್
salaabatpura	ಸಲಾಬತಪುರ
saladin	ಸಲಾದಿನ್
salado	ಸಲಾಡೊ
salam bombay	ಸಲಾಮ್ ಬಾಂಬೆ
salamah	ಸಲಮಾ
salamat	ಸಲಾಮತ್
saleem	ಸಲೀಮ್
saleem jaffar	ಸಲೀಂ ಜಾಫರ್
salene	ಸೆಲೀನ್
salifah	ಸಲೀಫಾ
salihah	ಸಲೀಹಾ
salik	ಸಲೀಕ್
salil ankola	ಸಲೀಂಲ ಅಂಕೋಲಾ
salilaa	ಸಲಿಲಾ
salilesh	ಸಲಿಲೇಶ್
salim	ಸಲೀಮ್
salimbeni prize	ಸಲೀಮ್‌ಬೆನಿ ಪ್ರೈಜ್
salish	ಸಲಿಶ್
saliya	ಸಲಿಯ
sall	ಸಲ್ಲ್
salma	ಸಲ್ಮಾ
saloni	ಸಲೋನಿ
salt river	ಸಾಲ್ಟ್ ರಿವರ್
saluin	ಸಾಲುಯಿನ್
salwaan	ಸಲ್ವಾನಾ
samah	ಸಮಾ
samandaron ki malika	ಸಮಂದರೋ ಕಿ ಮಲಿಕಾ
samarah	ಸಮರಾ
samarendra	ಸಮರೇಂದ್ರ
samarjit	ಸಮರಜಿತ್
samastipur	ಸಮಷ್ಟಿಪುರ್
samasya	ಸಮಸ್ಯಾ
samata	ಸಮತಾ
samayapuram	ಸಮಯಾಪುರಂ
sambalpur	ಸಂಬಾಲ್ಪುರ್
sambaran	ಸಂಬರನ್
sameer	ಸಮೀರ್
sameer dighe	ಸಮೀರ್ ದಿಘೆ
samiksha	ಸಮೀಕ್ಷಾ
samir	ಸಮೀರ್
samit	ಸಮಿತ್
samita	ಸಮಿತಾ
samjhauta	ಸಂಜೌತಾ
samleshwar	ಸಾಮಲೇಶ್ವರ
samod	ಸಮೊದ್
sampatti	ಸಂಪತ್ತಿ
sampoorna devi darshan	ಸಂಪೂರ್ಣ ದೇವಿ ದರ್ಶನ್
samrat chandragupt	ಸಾಮ್ರಾಟ್ ಚಂದ್ರಗುಪ್ತ್
samrendru	ಸಮರೇಂದು
samsung museum	ಸ್ಯಾಮ್‌ಸಂಗ್ ಮ್ಯೂಸಿಯಂ
samta	ಸಮತಾ
san diego	ಸಾನ್ ಡೀಗೋ
san francisco	ಸ್ಯಾನ್ ಫ್ರಾನ್ಸಿಸ್ಕೋ
san jorge	ಸ್ಯಾನ್ ಜೋರ್ಜ್
san jose	ಸಾನ್ ಜೋಸ್
san pablo bay	ಸಾನ್ ಪಾಬ್ಲೋ ಬೇ
san salvador	ಸಾನ್ ಸಾಲ್ವೆಡಾರ್
sana	ಸನಾ
sanath jayasuriya	ಸನತ್ ಜಯಸೂರ್ಯ
sanath kaluperuma	ಸನತ್ ಕಲುಪೆರುಮ
sanaubar	ಸನೋಬರ್
sanborn	ಸ್ಯಾನಬಾರ್ನ್
sanchali	ಸಂಚಲೀ
sanchay	ಸಂಚಯ್
sanchaya	ಸಂಚಯಾ
sanchi stupa	ಸಾಂಚಿ ಸ್ತೂಪ
sandeepan	ಸಂದೀಪನ್
sandesh	ಸಂದೇಶ್
sandhaar	ಸಂಧಾರ್
sandhya	ಸಂಧ್ಯ
sandhya chhaya	ಸಂಧ್ಯಾ ಛಾಯಾ
sandhyanand	ಸಂಧ್ಯಾನಂದ್
sandra	ಸಾಂಡ್ರಾ
sanduri	ಸಂಡುರಿ
sanganer	ಸಾಂಗನೇರ್
sangari	ಸಂಗಾರಿ
sangdil	ಸಂಗದಿಲ್
sangha	ಸಂಘಾ
sanghera	ಸಂಘೆರಾ
sanghi	ಸಾಂಘೀ
sangrah	ಸಂಗ್ರಹ್
sangram	ಸಂಗಮ್
sanjeedah	ಸಂಜೀದಾ
sanjeev	ಸಂಜೀವ
sanjeeva	ಸಂಜೀವ
sanjh aur savera	ಸಾಂಝ್ ಔರ್ ಸವೇರಾ
sanjh ki bela	ಸಾಂಝ್ ಕಿ ಬೆಲಾ
sanjh savera	ಸಾಂಝ್ ಸವೇರಾ
sanjhi	ಸಾಂಝಿ
sanjivani	ಸಂಜೀವನಿ
sanjushree	ಸಂಜುಶ್ರೀ
sankalpa	ಸಂಕಲ್ಪಾ
sankoch	ಸಂಕೋಚ್
sansar	ಸನ್ಸಾರ್
sanskrit	ಸಂಸ್ಕೃತ್
sanskriti	ಸಂಸ್ಕೃತಿ
sant	ಸಂತ್
sant janabai	ಸಂತ ಜನಾಬೀ
sant raghu	ಸಂತ ರಘು
sant tukaram	ಸಂತ್ ತುಕಾರಾಮ್
santa susana	ಸಂತಾ ಸುಸಾನಾ
santaan	ಸಂತಾನ್
santander central	ಸಾಂಟಾಂಡರ್ ಸೆಂಟ್ರಲ್
santayani	ಸಂತಯಾನೀ
santiago	ಸಾಂಟಿಯಾಗೊ
santoor	ಸಂತೂರ್
santwana	ಸಾಂತ್ವನ
sanvali	ಸಾಂವಲಿ
sanwari	ಸಾನ್ವರಿ
sanwariya	ಸಾಂವರಿಯಾ
sanyakta	ಸಂನ್ಯಕ್ತಾ
sanyam	ಸಂನ್ಯಮ್
sanyo electric	ಸಾನ್ಯೋ ಎಲೆಕ್ಟ್ರಿಕ್
sanyog	ಸಂಯೋಗ್
sanyogita	ಸಂಯೋಗಿತಾ
sao joaquim	ಸಾ ಜೊಕ್ಯುಮ್
saoirse	ಸೇಯರ್ಸ್
sapan	ಸಪನ್
sapan suhane	ಸಪನ್ ಸುಹಾನೆ
saparna	ಸಪರ್ಣ
sapna	ಸಪನಾ
sapnon ka saudagar	ಸಪನೋ ಕಾ ಸಾಗರ್
sapre	ಸಾಪ್ರೆ
saptahik hindustan	ಸಾಪ್ತಾಹಿಕ್ ಹಿಂದೂಸ್ತಾನ್
saptakoteshwar	ಸಪ್ತಕೋಟೇಶ್ವರ
saqi	ಸಕಿ
sara	ಸರಾ
sara jahan hamara	ಸಾರಾ ಜಹಾ ಹಮಾರಾ
sarabdev	ಸರಬ್‌ದೇವ್
sarabhai	ಸಾರಾಭಾಯಿ
saradindu mukherjee	ಸರದಿಂದು ಮುಖರ್ಜಿ
sarah	ಸರಾ
sarajevo	ಸರಜೀವೊ
sarakatsanoi folklore museum	ಸರಕಾಸನೋಯ್ ಫೋಕ್ಲೋರ್ ಮ್ಯೂಸಿಯಂ
sarala	ಸರಳಾ
sarama	ಸರಮಾ
saran	ಸರಂ
saranya	ಸರಣ್ಯ
sarasija	ಸರಸಿಜ
sarasvat	ಸಾರಸ್ವತ್
saraswati chandra	ಸರಸ್ವತಿ ಚಂದ್ರ
sarbani	ಸರ್ಬಾನಿ
sardana	ಸರದಾನಾ
sardar	ಸರದಾರ್
sardinia	ಸರ್ದಿನಿಯಾ
sareen	ಸರೀನ್
sarfarosh	ಸರಫರೋಶ್
sarfraz nawaz	ಸರ್ಫರಾಜ್ ನವಾಜ್
sargam	ಸರಗಮ್
sarhad	ಸರಹದ್
sarika	ಸಾರಿಕಾ
sariska	ಸರಿಸ್ಕಾ
sarit	ಸರಿತ್
saroja	ಸರೋಜ
sarojani	ಸರೋಜನಿ
sarra	ಸರಾ
sartaj	ಸರತಾಜ್
sarwari	ಸಾರ್ವರಿ
sarwate	ಸಾರ್ವಾತೆ
saskatchewan	ಸಸ್ಕಚೇವಾನ್
sassi punnu	ಸಸ್ಸೀ ಪುನ್ನಾ
sasti dulhan mahenga doolha	ಸಸ್ತೀ ದುಲ್ಹನ್ ಮಹೆಂಗಾ ದುಲ್ಹಾ
sasun drugs and chemicals	ಸಸನ್ ಡ್ರಗ್ಸ್ ಅಂಡ್ ಕೆಮಿಕಲ್ಸ್
satara	ಸತಾರಾ
sathanur reservoir	ಸಾಥನೂರ್ ರಿಜರ್ವಾಯರ್
sati ahilya	ಸತಿ ಅಹಿಲ್ಯಾ
sati anjani	ಸತಿ ಅಂಜನಿ
sati nagkanaya	ಸತಿ ನಾಗಕನ್ಯಾ
sati narmada	ಸತಿ ನರ್ಮದಾ
sati renuka	ಸತಿ ರೇಣುಕಾ
sati seeta	ಸತಿ ಸೀತಾ
sati toral	ಸತಿ ತೊರಾಲ
satija	ಸತೀಜಾ
satin	ಸಾಟಿನ್
satinderpal	ಸತೀಂದರ್‌ಪಾಲ್
satish	ಸತೀಶ್
satkrit	ಸತ್ಕೃತ
satta bazar	ಸಟ್ಟಾ ಬಾಜಾರ್
satte pe satta	ಸತ್ತೆ ಪೆ ಸತ್ತಾ
satvamohan	ಸತ್ವಮೋಹನ್
satvat	ಸತ್ವತ್
satyadev	ಸತ್ಯದೇವ
satyajit	ಸತ್ಯಜಿತ್
satyam shivam sundaram	ಸತ್ಯಂ ಶಿವಂ ಸುಂದರಂ
satyamurti	ಸತ್ಯಮೂರ್ತಿ
satyanarayan	ಸತ್ಯನಾರಾಯಣ
satyavati	ಸತ್ಯವತಿ
satyawan	ಸತ್ಯವಾನ್
sau ka note	ಸೌ ಕಾ ನೋಟ್
sau saal baad	ಸೌ ಸಾಲ್ ಬಾದ್
saubal	ಸೌಬಲ್
saudaa	ಸೌದಾ
saudagar	ಸೌದಾಗರ್
saugaat	ಸೌಗಾತ್
saugandh	ಸೌಗಂಧ್
sauhaard	ಸೌಹಾರ್ದ್
saujan_y	ಸೌಜನ್ಯ
saurabh	ಸೌರಭ್
sautela bhai	ಸೌತೆಲಾ ಭೈ
savage	ಸಾವೇಜ್
savan	ಸಾವನ್
savera	ಸವೇರಾ
savitaa	ಸವಿತಾ
sawa	ಸಾವಾ
sawan aya re	ಸಾವನ್ ಆಯಾ ರೆ
sawan bhadon	ಸಾವನ್ ಭಾದೋ
sawan ka maheena	ಸಾವನ್ ಕಾ ಮಹೀನಾ
sawatch	ಸವಾಚ್
sawini	ಸಾವಿನಿ
sawwaf	ಸವ್ವಾಫ್
saxon switzerland	ಸ್ಯಾಕ್ಸನ್ ಸ್ವಿಟ್ಜರ್‌ಲ್ಯಾಂಡ್
sayar	ಸಯರ್
sayfiyy	ಸೇಫೀ
sayhan	ಸೇಹಾನ್
sayid	ಸಾಯಿದ್
saz	ಸಾಜ್
scailex corporation	ಸ್ಕೈಲೆಕ್ಸ್ ಕಾರ್ಪೊರೇಶನ್
scandinavian	ಸ್ಕಾಂಡಿನಾವಿಯನ್
scandium	ಸ್ಕಾಂಡಿಯಂ
schell creek	ಸ್ಕಿಲ್ ಕ್ರೀಕ್
schiller prize	ಸ್ಕಿಲ್ಲರ್ ಪ್ರೈಜ್
schiphol	ಶಿಫೋಲ್
schlesien	ಸ್ಕಿಲೆಸಿಯನ್
schleswig-holstein	ಸ್ಕ್ವಿಲ್ಸ್‌ವಿಗ್-ಹೋಲ್‌ಸ್ಟೀನ್
schnieder	ಶಅನಿಡರ್
schock prize in musical arts	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ಮ್ಯೂಜಿಕಲ್ ಆರ್ಟ್ಸ್
