aalto	אלטו
therdsak	תרדסאק
theropoda	תירופודא
theseus	תיסיוס
thessaloniki	תיסאלוניקי
theuriau	טוריו
thiago	תיאגו
thiering	תירינג
thierry	טיירי
thijssen	תיסין
thissen	תיסן
thom	טום
thomas	טומאס
thompson	טומסון
thomson	טומסון
thon	תון
thonglao	תונגלאו
thor	תור
thoreau	תורו
thornton	תורנטון
thorst	תורסט
thousand	תוסנד
thrace	תרייס
threonine	תריונין
thucydides	תוקידידיז
thuram	טוראם
thurman	תורמאן
thutmose	טחוטמוס
thwaite	תואיט
thymine	תאימין
thys	תיס
tiago	טיאגו
tiasse	טיאסי
tibbets	טביטס
tiberias	טאיביריאס
tiberius	טאיביריאס
tibet	טיבט
tibi	טיבי
tibor	טיבור
ticleanu	טיקליאנו
tico	טיקו
tie	טאי
tiempo	טיימפו
tierney	טירני
tiersen	טירסן
tigana	טיגאנא
tiger	טאיגר
tijani	טיג'אני
tikopia	טיקופיא
tikrit	טיקריט
tikva	תקוה
tilda	טילדא
tillman	טילמאן
tilman	טילמאן
tim	טים
timbaland	טמבלנד
timberlake	טימברלייק
timbuktu	טימבקטו
timisoara	טימישוארא
timlin	טימלין
timmy	טימי
timo	טימו
timor	טימור
timorim	טימורים
timoshenko	טימושינקו
timothee	טימותי
timothy	טימותי
timur	טימור
tina	טינא
ting	טינג
tinian	טיניאן
tir	טיר
tirana	טיראנא
tiraspol	טיראספול
tirnanic	טירנאניטש
tisdale	טיסדייל
tiselius	טיסיליוס
titano	טיטאנו
tite	טאיט
titicaca	טיטיקאקא
tito	טיטו
titov	טיטוב
titta	טיטא
titus	טאיטוס
tiverton	טיבירטון
tivoli	טיבולי
tlass	טלאס
tobey	טובי
tobias	טובאיאס
tobin	טובין
tobita	טוביטא
todd	טוד
todenhofer	טודנהופר
todor	טודור
todorov	טודורוב
toffler	טופלר
togashi	טוגאשי
togo	טוגו
tohir	טוהיר
tojo	טוג'ו
tokelau	טוקילאו
tokimune	טוקימונה
tokio	טוקיו
tokugawa	טוקוגאוא
tokyo	טוקיו
toldo	טולדו
toledo	טולידו
tolga	טולגא
tolstoy	טולסטוי
tom	טום
tomas	טומאס
tomasi	טומאסי
tomaso	טומאסו
tomasz	טומאס
tomiko	טומיקו
tomislav	טומסלאב
tommaso	טומאסו
tommot	טומוט
tommy	טומי
tomohiro	טומוהירו
tomokazu	טומוקאזו
tomoko	טומוקו
tomoyuki	טומויוקי
tonegawa	טוניגאוא
tonetto	טוניטו
tong	טונג
toni	טוני
tonton	טונטון
tonu	טונו
tony	טוני
toomey	טומי
topal	טופאל
topher	טופר
topi	טופי
topolanek	טופולאניק
torah	תורה
torben	טורבין
torbinski	טורבינסקי
tori	טורי
toriumi	טוריומי
toriyama	טוריאמא
tork	טורק
tornatore	טורנאטורי
toro	טורו
toronto	טורונטו
torosidis	טורוסידיס
torquato	טורקואטו
torre	טורי
torres	טוריס
torsten	טורסטן
tortola	טורטולא
tortosa	טורטוסא
tosh	טוש
toshack	טושאק
toshiba	טושיבא
toshihide	טושיהידה
toshihiko	טושיהיקו
toshiki	טושיקי
toshimichi	טושימיטשי
toshio	טושיו
toshiro	טושירו
toshiyuki	טושיוקי
tosic	טוסיטש
total	טוטאל
totma	טוטמא
toto	טוטו
totoro	טוטורו
totti	טוטי
toufic	טופיק
toujan	טוג'אן
toulalan	טולאלאן
toulouse	טולוז
toumani	טומאני
tounsi	טונסי
touqan	טוקאן
tourani	טוראני
toure	טורה
touro	טורו
tov	טוב
toyoda	טויודא
toyota	טויוטא
toyotomi	טויוטומי
trabelsi	טראבלסי
trabzon	טראבזון
tracy	טרייסי
trafalgar	טראפאלגאר
traian	טראיאן
traianos	טראיאנוס
trail	טרייל
traill	טרייל
tram	טראם
tranquillo	טראנקוילו
transat	טראנסאט
transkei	טראנסקיי
transnistria	טראנסניסטריא
transylvania	טראנסילוואניא
traore	טראורי
traoui	טראוי
trapani	טראפאני
trapattoni	טראפאטוני
trasch	טראש
travers	טראברז
travian	טראביאן
travis	טראביס
treg	טריג
trejo	טריג'ו
trek	טריק
tremoulinas	טרימולינאס
trentino	טרינטינו
trenton	טרינטון
treviso	טריביסו
trevor	טריבור
trezeguet	טריזיגה
trice	טראיס
trier	טריר
trieste	טריסט
trimurti	טרימורטי
trinidad	טרינידאד
triple	טריפל
tripoli	טריפולי
tristan	טריסטאן
tristram	טריסטראם
trivic	טריביטש
trnava	טרנאבא
trochowski	טרוקווסקי
troels	טרולז
troisi	טרויסי
trondheim	טרונדהאים
troost	טרוסט
troshkin	טרושקן
trossero	טרוסירו
trotsky	טרוטסקי
troussier	טרוסיה
troy	טרוי
trujillo	טרוג'ילו
trulli	טרולי
truman	טרומאן
truth	טרות
trygve	טריגבי
tsabet	טסאבט
tsarev	טסאריב
tschumi	צ'ומי
tsepo	ציפו
tserkva	טסירקבא
tshabalala	צ'אבאלאלא
tskhinvali	טסכינבאלי
tsuji	צוג'י
tsunayoshi	טסונאיושי
tsunenaga	צונינאגא
tsutomu	טסוטומו
tsuyoshi	טסויושי
tsymbalar	צימבאלאר
tuapse	טואפסי
tubman	טובמאן
tucci	טוצ'י
tudor	טודור
tudyk	טודיק
tueni	טויני
tufts	טאפטס
tugay	טוגאי
tugce	טוג'י
tugendhat	טוגנדהאט
tukar	טוקאר
tullamore	טולאמור
tullio	טוליו
tumart	טומארט
tumelo	טומילו
tumer	טומר
tuncay	טונקיי
tunis	טוניס
tunisia	טוניסיה
tunney	טוני
tuo	טו
turan	טוראן
turandot	טוראנדוט
turbo	טורבו
turgut	טורגוט
turk	טורק
turki	טורקי
turkish	טורקיש
turkmani	טורקמאני
turkmenistan	טורקמנסיטאן
turlough	טורלו
turnbull	טרנבול
turner	טירנר
turnham	טורנהאם
tursunov	טורסנוב
turteltaub	טירטלטאוב
turunen	טורונין
tushino	טושינו
tusseau	טוסו
tuva	טובא
tuvalu	טובאלו
tuz	טוז
tver	טביר
twain	טויין
twal	טואל
tycho	טיכו
tylenol	טאילינול
tyler	טאילר
tymoschuk	טימושוק
tymoshenko	טימושינקו
tynan	טינאן
tyrol	טירול
tyrosine	טירוסין
tyson	טאיסון
tyumen	טיומין
tziolis	ציוליס
tzipi	ציפי
tzonis	טזוניס
tzorvas	צורוואס
tzrifin	צריפין
tzu	טזו
tzur	צור
tzvetan	צביטאן
ubayy	אובאי
uchida	אוצ'ידא
uganda	אוגאנדא
ugyen	יוגיין
uhrlau	אוהרלאו
ujfalusi	אויפאלוסי
uk	אוק
ulihrach	יוליהראטש
ullman	אולמאן
umar	עומר
umaru	עמארו
umbria	אומבריא
umm	אום
unesco	יוניסקו
unilever	יוניליבר
unit	יוניט
unix	יוניקס
upchurch	אפצ'ירצ'
upton	אפטון
uranus	אוראנוס
urey	יורי
urwah	עורוה
ustase	יוסטאס
ustinov	יוסטינוב
utada	אוטאדא
utah	יוטה
uthman	עותמאן
uyghur	ויגור
uzbekistan	אוזבקיסטאן
uzeyir	עוזייר
vaart	וארט
vaclav	ואצלאב
vadim	ואדים
vagiz	ואגיז
vahid	וחיד
vahidin	ואהידין
vai	ואי
val	ואל
valcareggi	ואלקארידג'י
valdano	ואלדאנו
valdas	ואלדאס
valdeir	ואלדייר
valderrama	ואלדיראמא
valdes	ואלדז
valdez	ואלדיז
valdis	ואלדיס
valdivia	ואלדיביא
vale	וייל
valencia	ואלנסיא
valens	ואלנס
valente	ואלנטי
valentia	ואלינטיא
valentin	عאלנטין
valentina	באלנטינא
valentine	ואלנטין
valentino	ואלנטינו
valera	באלירא
valeri	ואלירי
valerio	ואליריו
valeriy	ואלירי
valern	ואלירון
valery	וואלרי
valke	ואלק
valkyrie	ואלקירי
valladares	ואלאדאריס
valletta	ואליטא
valli	ואלי
valon	ואלון
vanaheimr	ואנאהימר
vance	ואנס
vancouver	ואנקובר
vandendaele	ואנדנדייל
vanderlei	ואנדרלי
vanessa	ואניסא
vanga	ואנגא
vanhanen	ואנהאנין
vanoni	ואנוני
vantaa	ואנטא
vanunu	וענונו
varallo	ואראיו
varga	וארגא
vargas	וארגאס
varlam	וארלאם
varnhagen	וארנהאגן
vartan	וארטאן
vasarely	ואסארלי
vasari	ואסארי
vasco	ואסקו
vashti	ושתי
vasile	ואסילי
vasili	عאסילי
vasilis	ואסיליס
vasily	ואסילי
vassaras	ואסאראס
vassell	ואסיל
vassily	ואסילי
vasyl	ואסיל
vautrot	ואוטרוט
vava	ואוא
vaz	ואז
vaziri	וזירי
vecchio	ויקצ'יו
vedran	ודראן
veii	ויי
veissiere	ויסייר
veissire	וייסיר
vejic	ויג'יטש
vela	וילא
velasquez	וילאסקיז
velazquez	וילאזקיז
veliko	וליקו
velimir	ולימיר
veloso	ולוסו
velzquez	ולאזקיז
venetiaan	ויניטיאן
veneto	וניטו
venezia	ויניזיא
venezuela	ונזוילא
venglos	וונגלוס
venice	וניס
venizelos	וניזילוס
venkov	ונקוב
venter	וינטר
ventimiglia	וינטמיליא
venturi	וינטורי
venus	וינוס
vera	וירא
vercingetorix	ורסינגיטוריקס
vercoutre	ורקוטר
verdasco	ורדאסקו
verde	ורדי
vered	ורד
verheyen	וירהיין
verilog	וירילוג
verkerk	וירקירק
verkhoyansk	וירכויאנסק
verlaine	ורלן
vermaelen	ורמיילן
vermeer	ורמיר
vermelhinho	ורמילהינו
vermont	ורמונט
vern	וירן
verne	וירן
verner	ורנר
vernon	ורנון
veron	וירון
verona	וירונא
veronicas	ורוניקאז
veselin	וסילין
veselinovic	ויסילינוביטש
vesely	ויסלי
vesey	ויסי
vesnin	וסנין
veyron	ויירון
viacheslav	ויאשיסלאב
viacom	ויאקום
viale	ויאלי
vialli	ויאלי
viana	ויאנא
viani	ויאני
vic	ויק
vicelich	ויסליטש
vicente	ויסנטה
vicki	ויקי
vicky	ויקי
victor	ויקטור
victoria	ויקטוריא
victoriano	ויקטוריאנו
vidal	וידאל
vidic	בידיטש
vidinic	וידיניטש
vieira	ויירא
vienna	ויינא
vieri	ויירי
vierne	וירן
viet	וייט
vietnam	וייטנאם
view	ויו
viggo	ויגו
vijay	ויג'יי
viking	ואיקינג
vikram	ויקראם
viktor	ויקטור
vila	וילא
viliam	ויליאם
viljo	ויליו
villa	וילא
villarreal	וילאריאל
villegas	ויליגאס
villette	ויליט
vilnai	וילנאי
vilnius	וילניוס
vince	וינס
vincent	וינסנט
vincente	וינסינט
vincenzo	וינצ'ינזו
vingada	וינגאדא
vink	וינק
vinson	וינסון
vioarsson	ויוארסון
viola	ויולא
violeau	ויולו
viorel	ויוריל
virgil	וירגיל
virginia	וירג'יניא
virginie	וירג'יני
visconti	ויסקונטי
vishneva	וישניבא
vishnu	וישנו
visitor	ויסיטור
vistula	ויסטולא
viswanathan	ויסואנאתאן
vitali	ויטאלי
vitalis	ויטאליס
vitaliy	ויטאלי
vitaly	ויטאלי
vito	ויטו
vitor	ויטור
vitruvius	ויטרוביוס
viv	ויו
vivaldi	ויואלדי
vivien	ויויאן
vivo	ביבו
vizek	ויזיק
vlada	וולאדא
vladic	ולאדיטש
vladica	ולאדיקא
vladikavkaz	ולאדיקאבקאז
vladimir	ולאדימיר
vlado	ולאדו
vlaovic	וולאוויטש
vlasic	ולאסיטש
vlasov	ולאסוב
vlastimil	ולאסטימיל
vlcek	ולצ'ק
vliegen	וליגן
vltava	ולטאבא
vogel	בוגל
vogts	ווגטס
voight	בויט
vojacek	בויאצ'ק
vojislav	וויסלאב
vojta	בויטא
vojtech	בויטיטש
vojvodina	בויבודינא
volandri	בולאנדרי
volcker	וולקר
voldemort	וולדמורט
volkan	ולקאן
voller	בולר
volodymyr	וולודימיר
volta	וולטא
voltaire	וולטייר
volterra	בולטירא
volvo	וולבו
volz	וולץ
vonlanthen	וונלאנתן
voreadis	ווריאדיס
vorilhon	וורילון
voronin	בורונין
vostok	וסטוק
voynov	בוינוב
vreijsen	וריסן
vryzas	וריזאס
vucinic	בוסיניטש
vujadin	בויאדין
vujicic	ביוטיטש
vujovic	בויוביטש
vukojevic	בוקוביטש
vukotic	ווקוטיטש
vyacheslav	ויאצ'יסלאב
vyazma	ויאזמא
vyntra	וינטרא
vyshnevskyi	וישנבסקי
vysotsky	ויסוצקי
vytlacil	ויטלאסיל
wachsman	ואקסמאן
wada	ואדא
waddle	ואדל
wade	וייד
wadie	ודיע
wadih	ואדיח
wagdi	ואגדי
wagner	ואגנר
wakamoto	ואקאמוטו
wakatsuki	ואקאטסוקי
wakim	ואקים
waksman	ואקסמאן
walaza	ואלאזא
walcott	ואלקוט
waldemar	ואלדמאר
waldheim	ואלדהאים
waldo	ואלדו
waleed	וליד
walesa	ואליסא
walid	וליד
walker	ואלקר
wall	וול
wallace	ואלאס
wallach	ואלאך
walle	וולי
wallis	ואליס
walsh	ואלש
walt	ואלט
walter	ואלטר
walters	ואלטרז
walton	ואלטון
walworth	ואלוורת
walzer	ואלצר
wang	ואנג
wangari	ואנגארי
wangchuck	ואנגצ'וק
wanis	ואניס
ward	וורד
warhol	וארהול
wark	וארק
warraq	וראק
warren	וארן
warsaw	וארסו
waseige	ואסיג'
washington	ואשינגטן
wasilewski	ואסילוסקי
wasserman	ואסרמאן
wassily	ואסילי
wat	ואט
wataru	ואטארו
wathiq	ואתיק
watros	ואטרוס
watson	ואטסון
watt	ואט
watteau	ואטו
watts	ואטס
wawrinka	ואורינקא
wawrzyniak	ואורזניאק
waxman	ואקסמאן
wayne	ויין
wazzan	ואזאן
weah	ויא
weaver	ויבר
weaving	ויבינג
weddell	ודל
wegener	ווגנר
wehr	ור
wei	ויי
weian	ויאן
weikart	וייקארט
weil	וייל
weill	ויל
weinek	ויניק
weiner	וינר
weiss	ואיס
weissglass	וייסגלאס
weisz	ואיז
weitz	ויץ
wellens	וילנס
wellhausen	ולהאוזן
welsh	וילש
welter	ולטר
welwyn	וילוין
wendee	ונדי
wendell	וינדל
wendy	ונדי
wenger	וינגר
wenhui	וינהוי
werner	ורנר
wes	וס
wesley	ויסלי
west	ווסט
westenra	וסטנרא
westermann	ויסטרמאן
westinghouse	וסטינגהאוס
westminster	וסטמינסטר
westmoreland	וסטמורלאנד
wexler	וקסלר
wheater	ויטיר
whelan	וילאן
whitaker	ויטאקר
white	ואיט
whitman	ויטמאן
whitney	ויטני
whittle	ויטל
wieghorst	ויהורסט
wiener	וינר
wiertz	וירץ
wiesel	ויסל
wieser	ויזיר
wight	ואיט
wijnstekers	וינסטיקירז
wiki	ויקי
wiland	וילאנד
wilander	וילנדר
wilczek	וילקזק
wilde	ואילד
wilder	ואילדר
wilders	וילדרז
wiles	ואילז
wiley	ואילי
wilhelm	וילהלם
wilhelmshaven	וילהלמסהייבן
wilhelmsson	וילהמסון
wilkie	וילקי
wilkins	וילקינז
wilkinson	וילקנסן
wilkshire	וילקשיר
will	ויל
willard	וילארד
willi	וילי
william	ויליאם
williams	ויליאמס
willis	ויליס
willy	וילי
wilmer	וילמר
wilshere	וילשיר
wilson	וילסון
wilton	וילטון
wiltord	וילטורד
wim	וים
wimmer	וימר
windhoek	וינדהוק
winn	וין
winograd	וינוגראד
winona	וינונא
winothai	וינותאי
winslet	וינסליט
winslow	וינסלו
winstone	וינסטון
wirajuda	ויראיודא
wirth	ורת
wisconsin	ויסקונסן
wiseman	ואיזמאן
wislander	וסלנדר
wislawa	ויסלאוא
wisnieski	ויסניסקי
witold	ויטולד
witschge	ויטסטשג
witt	ויט
witte	ויט
wittgenstein	ויטגינשטאין
wittig	ויטיג
wittmann	ויטמאן
wladyslaw	ואדיסואב
wlodzimierz	ולודזמיזירז
woese	ווס
wohrer	ווהרר
wojciech	וויסיטש
wojcik	וויצק
wole	וול
wolmar	וולמאר
wome	וומי
wonder	וונדר
wong	וונג
wood	ווד
woodcock	וודקוק
wooddin	וודן
woodgate	וודגייט
woodley	וודלי
woodrow	וודרו
woods	וודז
woodville	וודביל
woodward	וודוארד
woody	וודי
woolley	וולי
wordsworth	וורדזוורת
worm	וורם
worthington	ורתינגטן
wouters	ווטרס
wozniacki	בוזניאקי
wozniak	וזניאק
wren	רן
wright	ראיט
wunderlich	וונדרליש
wuthrich	ווטריך
wuttke	ווטקה
wyatt	ואיאט
wynalda	וינאלדא
wyoming	ויומינג
xabi	שאבי
xanthopoulos	קזאנתופולוס
xavier	זייביאר
xiang	קסיאנג
ximena	שימינא
xin	זין
xtra	אקסטרא
xucuru	זוקורו
xun	שון
xuri	קסורי
yaakov	יעקוב
yacef	יאסף
yacine	יאסין
yacob	יעקוב
yade	יאד
yadin	ידין
yafa	יאפא
yaghi	יאגי
yagur	יאגור
yahalom	יהלום
yahav	יאהאב
yahel	יאהיל
yahya	יחיא
yajima	יאג'ימא
yakan	יקן
yakhour	יאכור
yakin	יאקין
yakov	יעקב
yakovlev	יאקובליב
yakubu	יאקובו
yakushima	יאקושימא
yakushin	יאקושין
yakutsk	יאקוטסק
yamagishi	יאמאגישי
yamaguchi	יאמאגוצ'י
yamamoto	יאמאמוטו
yamani	ימאני
yamaoka	יאמאוקא
yamasaki	יאמאסאקי
yamashita	יאמאשיטא
yamazaki	יאמאזאקי
yamba	יאמבא
yamin	ימין
yamoussoukro	יאמוסוקרו
yan	יאן
yanagisawa	יאנאגיסאוא
yanai	ינאי
yang	יאנג
yangon	יאנגון
yann	יאן
yannick	יאניק
yannis	יאניס
yano	יאנו
yao	יאו
yaokun	יאוקון
yaounde	יאונדי
yaping	יאפינג
yaqut	יאקוט
yard	יארד
yardley	יארדלי
yari	יארי
yarkoni	ירקוני
yaron	ירון
yartsev	יארטסיב
yashin	יאשין
yasin	יאסין
yasmin	יאסמין
yassa	יאסא
yasser	יאסר
yassin	יאסין
yassine	יאסין
yasuda	יאסודא
yasuhiro	יאסוהירו
yasuhito	יאסוהיטו
yasumoto	יאסמוטו
yasunari	יאסונארי
yasunori	יאסנורי
yasuo	יאסו
yasuyuki	יאסויוקי
yatom	יתום
yavne	יבנה
yaya	יאיא
yazalde	יאזאלדי
yazd	יאזד
yeager	ייאגר
yedid	ידיד
yefim	יפים
yehud	יהוד
yehuda	יהודא
