A	এ
RIVERSIDE	রিভারসাইড
RIYADH	রিয়াধ
RIYAL	রিয়াল
RIZVI	রিজভি
ROAD	রোড়
ROB	রোব
ROBER	রবার
ROBERT	রবার্ট
ROBERTS	রবাটস
ROBIN	রোবিন
ROBINS	রবিনস
ROCHE	রোচি
ROCHEFORT	রোচেফোর্ট
ROCK	রক
ROCKBRIDGE	রকব্রিজ
ROCKBROOK	রকব্রোক
ROCKFORD	রকফোর্ড
ROCKINGHAM	রকিংহাম
ROD	রড
RODEO	রোডেও
RODMAN	রোডম্যান
RODNEY	রডনি
ROENTGENIUM	রোয়েন্টজেনিয়াম
ROFFE	রোফে
ROGER	রোজার
ROHAN	রোহান
ROHIDAS	রোহিদাস
ROHILLA	রোহিলা
ROHIMA	রোহিমা
ROHINI	রোহিনী
ROHINIBALA	রোহিনীবালা
ROHIT	রহিত
ROJ	রোজ
ROJA	রোজা
ROJINA	রোজিনা
ROJINABEGAM	রোজিনাবেগম
ROKEBY	রোকেবী
ROKSANA	রোকশানা
ROLAND	রোল্যান্ড
ROLLER	রোলার
ROMA	রোমা
ROMAN	রোমান
ROMANI	রোমানী
ROMANIA	রোমানিয়া
ROMANZOF	রোমানজফ
ROME	রোম
ROMESH	রমেশ
ROMIO	রোমিও
ROMULO	রোমুলো
RON	রান
RONALD	রোনাল্ড
RONDUIT	রনডুইট
RONNIE	রোন্নি
ROOPE	রুপ
ROORKEE	রুড়কি
ROOSEVELT	রুজভেল্ট
ROPING	রোপিং
RORAIMA	রোরাইমা
ROSE	রোহ
ROSENARA	রোসেনারা
ROSENBERG	রোজেনবার্গ
ROSHAN	রোশন
ROSHNA	রোশনা
ROSHNAIBIBI	রোশনাইবিবি
ROSHNARA	রোশনারা
ROSHNI	রোশনী
ROSHNIHAR	রোশনিহার
ROSS	রোজ
ROSTER	রোস্টার
ROSY	রোজী
ROTARY	রোটারি
ROTTERDAM	রোটার্ডডাম
ROUJATUN	রওজাতুন
ROUNAK	রৌনক
ROUND	রাউন্ড
ROUPAN	রৌপান
ROUSANARABIBI	রওসানারাবিবি
ROUSHAN	রৌশান
ROUSHANARA	রওশানারা
ROUSONARABEGAM	রওসোনারাবেগম
ROWE	রো
ROWING	রোউইঙ্ক
ROY	রয়
ROYAL	রোয়াল
RUAPEHU	রুয়াপেহু
RUBAIDA	রুবাইদা
RUBAN	রুবান
RUBEN	রুবেন
RUBI	রুবি
RUBICON	রুবিকন
RUBIJAN	রুবিজান
RUBINA	রুবিনা
RUBINATH	রুবিনাথ
RUBY	রুবি
RUCHI	রুচি
RUDOLF	রুডলফ
RUDOLPH	রুডোলফ
RUDRAKANTA	রুদ্রকান্ত
RUDRANI	রুদ্রানী
RUDRAPRAYAG	রুদ্রপ্রয়াগ
RUDULA	রুদুলা
RUDY	রুডি
RUGBY	রুবি
RUGGIERO	রুজিরো
RUHIBALA	রুহিবালা
RUIGENHOEKSEDIJK	রুইগেনহোয়েকদিজক
RUIKAR	রুইকার
RUKHSHANA	রুখশানা
RUKMINI	রুকমিনি
RUKSAHANA	রুকসাহানা
RUKSHANA	রুকশনা
RUKSHANAKHATUN	রুকশানাখাতুন
RUKSUNA	রুকসুনা
RULER	রুলার
RUMABALA	রুমাবালা
RUMAI	রুমাই
RUMAN	রুমন
RUMARANI	রুমারাণী
RUMELABIBI	রুমেলাবিবি
RUMELIHISAR	রুমেলিহিসার
RUMESH	রুমেশ
RUMFORD	রুমফোর্ড
RUMITA	রুমিতা
RUMJAN	রুমজান
RUMKI	রুমকী
RUMPA	রুম্পা
RUMSFELD	রুমস্ফেল্ড
RUNA	রুনা
RUNABEGAM	রুনাবেগম
RUNADEBI	রুনাদেবী
RUNARANI	রুনারানী
RUNDLE	রুন্ডলে
RUNI	রুনি
RUNNING	রানিং
RUNU	রুণু
RUPA	রুপা
RUPADEBI	রুপাদেবী
RUPAI	রুপাই
RUPAK	রূপক
RUPALI	রুপালি
RUPALIBIBI	রুপালীবিবি
RUPAM	রূপম
RUPAN	রূপন
RUPANA	রুপানা
RUPANJALI	রূপাঞ্জলী
RUPARANI	রুপারানী
RUPASHREE	রুপশ্রী
RUPASHRI	রুপশ্রী
RUPBALA	রূপবালা
RUPBAN	রূপবান
RUPBANU	রূপবানু
RUPCHAD	রুপচাঁদ
RUPCHAND	রপচাঁদ
RUPEN	রুপেন
RUPESH	রূপেশ
RUPI	রুপি
RUPIAH	রুফি
RUPIBALA	রুপীবালা
RUPJANBIBI	রুপজানবিবি
RUPKUMAR	রুপকুমার
RUPLAL	রূপলাল
RUPLEKHA	রুপলেখা
RUPSAHANA	রূপসাহানা
RUPSING	রুপসিং
RUPU	রুপু
RUPUBALA	রুপুবালা
RUSH	রুশ
RUSHDIE	রুশদি
RUSHMERE	রুসমেরে
RUSS	রুস
RUSSEL	রুসেল
RUSSELL	রাসেল
RUSSO	রুসো
RUSSY	রুসি
RUSTAM	রুস্তম
RUSTAVELI	রাষ্টভিলা
RUTH	রুথ
RUTHERFORD	রুথারফোর্ড
RUTHERFORDIUM	রুথারফোর্ডিয়াম
RUTLEDGE	রুটলেজ
RUTU	রুটু
RUYTER	রুইটার
RYAN	রিয়ন
RYANAIR	রায়ানায়ার
RYDER	রাইডার
S	এস
SAABU	সাবু
SAADAT	সাদাত
SAAGU	সাগু
SAAKHARE	সাখারে
SAALBURG	সালবাগ
SAAMBHI	সাম্ভি
SAAMNA	সামনা
SAAMRA	সামরা
SAANDU	সান্ধু
SAANE	শানে
SAARAN	সারণ
SAATHE	সাথে
SAAVARKAR	সাভারকার
SAAWAN	সাওয়ান
SABA	সাবা
SABADHU	সাবাধু
SABANA	সাবানা
SABANABEGAM	সাবানাবেগম
SABARKANTHA	সাবারকান্থা
SABARWAL	সাবারওয়াল
SABBIR	সাব্বির
SABER	সাবের
SABERA	সবেরা
SABETHA	সাবেথান
SABIB	সাবিব
SABIC	সবিক
SABIHA	সাবিহ
SABINA	সাবিনা
SABINABEGAM	সাবিনাবেগম
SABINABIBI	সাবিনাবিবি
SABINAL	সাবিনাল
SABIR	সাবির
SABIRA	সাবিরা
SABITA	সবিতা
SABITADEVI	সবিতাদেবী
SABITARANI	সবিতারাণী
SABITRI	সাবিএী
SABITRIDABI	সাবিত্রীদেবী
SABLU	সাবলু
SABNIS	সাবনিস
SABO	সাবো
SABUJ	সবুজ
SABUL	সাবুল
SABUR	সাবুর
SACHDEVA	সচদেভা
SACHIN	শচিন
SACHINCHANDRA	শচীনচন্দ্র
SACHINDRANATH	শচীন্দ্রনাথ
SACHINNANDAN	সচীনন্দন
SACHS	সাচস
SACRAMENTO	স্যাক্রামেন্টো
SACRED	স্যাক্রেড
SADAB	সাদাব
SADAGAR	সদাগর
SADANAND	সদানন্দ
SADANANDA	সদানন্দ
SADASHIB	সদাশিব
SADAT	সাদাত
SADAVARTE	সাদাভার্তে
SADEK	সাদেক
SADEM	সাদেম
SADER	সাদের
SADERALAM	সাদেরআলম
SADHAN	সাধন
SADHANBALA	সাধনবালা
SADHANKUMAR	সাধনকুমার
SADHUCHARAN	সাধুচরন
SADIQ	সাদিক
SADIR	সাদির
SAEED	সায়েদ
SAFAT	সাফাত
SAFID	সাফিদ
SAFIJ	সাফিজ
SAFIK	সাফিক
SAFIKUL	সফিকুল
SAGAR	সাগর
SAGARIKA	সাগরীকা
SAGARRANI	সাগররানী
SAGITTARIUS	স্যাজিটেরিয়াস
SAHABIR	সহবীর
SAHABUL	সহবুল
SAHAD	সাহাদ
SAHADEO	সহদেও
SAHAJADIBIBI	সাহাজাদিবিবি
SAHALPUR	সাহলপুর
SAHAN	সাহান
SAHANA	সাহানা
SAHANABIBI	সাহানাবিবি
SAHARABANU	সাহারাবানু
SAHARABEGAM	সাহারাবেগম
SAHARABIBI	সাহারাবিবি
SAHARIAR	সাফারিওর
SAHARUN	সাহারুণ
SAHARWARDY	সাহারওয়ার্দি
SAHASTRABUDDHE	সহস্ত্রবুদ্ধে
SAHAY	সহায়
SAHEB	সাহেব
SAHEBA	সাহেবা
SAHEDA	সাহেদা
SAHER	সাহের
SAHERA	সাহেরা
SAHIB	সাহিব
SAHIBGANJ	সাহিবগঞ্জ
SAHID	সহিদ
SAHIDA	সহিদা
SAHIDALI	সহিদআলি
SAHIDUL	সহিদুল
SAHIDULHAK	সহিদুলহক
SAHIDUN	সাহিদুন
SAHIN	সাহিন
SAHINUR	সাহিনূর
SAHITYA	সাহিত্য
SAHNEWAL	সাহনেওয়াল
SAHOLI	সাহোলি
SAHOTA	সাহোটা
SAI	সাই
SAIBA	সাইবা
SAID	সঈদ
SAIDUL	সঈদুল
SAIFUDDIN	সাইফুদ্দিন
SAIFUN	সাইফুন
SAIKAT	সৈকত
SAILENDRA	শৈলেন্দ্র
SAILENKUMAR	শৈলেনকুমার
SAILESHKUMAR	শৈলেশকুমার
SAIMA	সাইমা
SAIMAN	সাইমন
SAINA	সাইনা
SAINAJ	সাইনাজ
SAINBI	সাইন্বি
SAINIK	সৈনিক
SAINT	সাইন্ট
SAINTE	সেন্ট
SAINTS	সেন্টস
SAIPAN	সাইপান
SAJAD	সাজাদ
SAJAL	সজল
SAJALKUMAR	সজলকুমার
SAJAN	সাজান
SAJANI	সজনি
SAJED	সাজেদ
SAJEDA	সাজেদা
SAJEEWA	সাজেয়া
SAJET	সাজেত
SAJID	সাজিদ
SAJIDA	সাজিদা
SAJIM	সাজিম
SAJJAD	সাজ্জাদ
SAJJANPUR	সজ্জনপুর
SAJJAT	সাজ্জাত
SAJRUL	সজরুল
SAKAL	সাকাল
SAKAT	সকত
SAKEALAUDDIN	সেকআলাউদ্দিন
SAKHARAM	সখারাম
SAKHAROV	সাখারোভ
SAKHINA	সখীনা
SAKHINABIBI	সাখিনাবিবি
SAKIL	সাকিল
SAKILA	সাকিলা
SAKILABANU	সাকিলাবানু
SAKILABEGAM	সাকিলাবেগম
SAKILABIBI	সাকিলাবিবি
SAKINA	সকিনা
SAKINABEGAM	শাকিনাবেগম
SAKINABIBI	সাকিনাবিবি
SAKIRALI	সাকিরআলি
SAKIRUN	সাকিরুন
SAKSHI	সাক্ষী
SAKUNOSUKE	সাকুনোসুকি
SALAABATPURA	সালাবাটপুর
SALADO	সালাডো
SALAHUDDIN	সালাহুদ্দিন
SALAMA	সালাম
SALAMAT	সালামত্
SALEHARKHATUN	সালেহারখাতুন
SALEK	সালেক
SALEKH	সালেখ
SALEMA	সলেমা
SALEMABIBI	সালেমাবিবি
SALILKUMAR	সলিলকুমার
SALIM	সালিম
SALIMA	সালিমা
SALIMALI	সেলিমআলি
SALIMBENI	সালিম্বেনি
SALISH	সালিশ
SALMA	সলমা
SALMAKHATUN	সালমাখাতুন
SALMAN	সালমান
SALO	সালো
SALT	সল্ট
SALUJA	সালুজা
SALVADOR	সালভাদোর
SALVI	সলভি
SAMA	সামা
SAMACHAR	সমাচার
SAMADABIBI	সামিদাবিবি
SAMAN	সম্যান
SAMANKUMAR	সুমনকুমার
SAMANTA	সামন্ত
SAMAR	সমর
SAMARAWEERA	সামারাওয়েরা
SAMARCHANDRA	সমরচন্দ্র
SAMARESH	সমরেশ
SAMARJIT	সমরজিত্
SAMARKUMAR	সমরকুমার
SAMARNATH	সমরনাথ
SAMARPITA	সমর্পিতা
SAMASTIPUR	সমস্তিপুর
SAMATA	সমতা
SAMAYAPURAM	সাম্যপুরম
SAMAYIK	সামইক
SAMBA	সাম্বা
SAMBHUCHANDRA	শম্ভুচন্দ্র
SAMBHUKUMAR	শম্ভুকুমার
SAMBORA	সম্বরা
SAMBURWARYAAR	সাম্বুরওয়ারিয়ার
SAMEER	সমের
SAMESWAR	সমেশ্বর
SAMID	সামিদ
SAMIDA	সামিদা
SAMIDUL	সমিদুল
SAMIM	সামীম
SAMIMA	সমিমা
SAMINA	সামিনা
SAMINABIBI	সামিনাবিবি
SAMINUR	সামিনুর
SAMIR	সামীর
SAMIRAN	সমীরণ
SAMIRKANTI	সমীরকান্তি
SAMIRUL	সমিরুল
SAMITA	সমিতা
SAMIUL	সমিউল
SAMIULHAK	সামিউলহক
SAMLESHWAR	সামলেশ্বর
SAMMAN	সামান
SAMNANI	সামনানি
SAMOD	সামোদ
SAMORENDRA	সমরেন্দ্র
SAMOSIR	সামোসির
SAMRAN	সামরান
SAMRAT	সম্রাট
SAMSAD	সমসাদ
SAMSER	সমসের
SAMSERALI	সমসেরআলি
SAMSUNBIBI	সামসুনবিবি
SAMSUNG	স্যামসাং
SAMSURA	সামসুরা
SAMTEL	স্যামটেল
SAMUEL	স্যামুয়েল
SAN	সান
SANA	সানা
SANAA	সানা
SANAI	সানাই
SANAKA	সনকা
SANANDA	সানন্দা
SANATH	সনথ
SANATKUMAR	সনতকুমার
SANAUL	সানাউল
SANCHIT	সঞ্চিত
SANCHITA	সঞ্চিতা
SANDA	সানডা
SANDEEP	সন্দিপ
SANDHAAR	সন্ধার
SANDHAR	সন্ধর
SANDHARANI	সন্ধারানী
SANDHI	সন্ধি
SANDHU	সান্ধু
SANDHYANAND	সন্ধ্যানন্দ
SANDIPKUMAR	সন্দীপকুমার
SANDOVAL	সানডোভাল
SANDURI	সান্দুরি
SANGANER	সাঙ্গানের
SANGARI	সাঙ্গারী
SANGAT	সাঙত
SANGBAD	সংবাদ
SANGHERA	সাঙ্ঘেরা
SANGHI	সাঙ্ঘি
SANGHVI	সাঙ্গভি
SANGIT	সঙ্গীত
SANGITA	সঙ্গীঁতা
SANGITADEBI	সঙ্গীতাদেবী
SANGRAM	সংগ্রাম
SANGRE	সাংগ্রে
SANHATI	সংহতি
SANHITA	সংহিতা
SANI	সানী
SANIK	সানিক
SANITARY	স্যানিটারি
SANJANA	সঞ্জনা
SANJAY	সঞ্জয়
SANJEEV	সঞ্জীব
SANJEEVA	সঞ্জিব
SANJEEVANI	সনজিভনি
SANJH	সাঁঝ
SANJIB	সঞ্জীব
SANJIBKUMAR	সঞ্জীবকুমার
SANJITA	সনজিতা
SANJITKUMAR	সঞ্জিতকুমার
SANJU	সঞ্জু
SANOFI	সানোফি
SANOYARABEGAM	সানোযারাবেগম
SANS	সানস
SANSKRIT	সংস্কৃত
SANT	সেন্ট
SANTA	সান্তা
SANTHAL	সান্থাল
SANTO	সান্তো
SANTOOR	সান্টোর
SANTOS	সন্তোষ
SANTOSH	সন্তোশ
SANTOSHKUMAR	সন্তোষকুমার
SANTU	সণ্টু
SANTUNU	সান্তুনু
SANU	সনু
SANWAR	সানওয়ার
SAO	সাও
SAOGAT	সাওগত
SAOKAT	সাওকাত
SAOKATALI	সওকতআলি
SAOUKATALI	সওকাতআলি
SAP	স্যাপ
SAPHAUR	সাফিউর
SAPHIULALAM	সফিউলআলম
SAPIENS	সেপিয়েন্স
SAPRA	সাপ্রা
SAPRE	সাপ্রে
SAPTAHIK	সাপ্তাহিক
SAPTAMI	সপ্তমী
SAPTARSHI	সপ্তর্ষি
SAPUK	সাপুক
SAQLAIN	সাক্লাইন
SARA	সারা
SARABJIT	সরবজিত্
SARADADEVI	সারদাদেবী
SARAFAT	সরাফত
SARAGADI	সরগডি
SARAH	সারাহ
SARAI	সারই
SARAJEVO	সরাজেভো
SARAJIT	সরজিত
SARALA	সরলা
SARALADEBI	সরলাদেবী
SARAMA	সরমা
SARAMAGO	সারামাগো
SARANDEEP	সরন্দীপ
SARAPHAT	সারাফত্
SARASOTA	সারাসোটা
SARASWATI	সরস্বতী
SARASWATIDEBI	সরস্বতীদেবী
SARATHI	সারথি
SARATOGA	সারাটোগা
SARBARI	শর্ব্বরী
SARDANA	সারদানা
SARDEGNA	সার্দেগনা
SARDESAI	সারদেশাই
SARDINIA	সার্ডিনিয়া
SAREEN	সারীন
SAREGAMA	সারেগামা
SARFRAZ	সারফ্রাজ
SARGENT	সার্জ়েন্ট
SARHADDI	সারহাড্ডী
SARHINDI	সারহিন্দি
SARIFA	সরিফা
SARIKA	সারিকা
SARIMAN	সরিমন
SARINA	সরিনা
SARISKA	সারিস্কা
SARITA	সরিতা
SARJAHAN	সারজাহান
SARJU	সারজু
SARKAR	সরকার
SARKARIA	সরকারিয়া
SARNA	সারনা
SARNATH	সারনাথ
SAROJABALA	সরোজবালা
SAROJABIBI	সারেজাবিবি
SAROJANI	সরোজনী
SAROJINA	সরজিনী
SAROJIT	সরোজিত্
SAROJMONI	সরোজমনি
SAROLKAR	সরোলকার
SAROOP	সরুপ
SARSWATI	সরস্বতী
SARTI	সারতি
SARWAN	সারওয়ান
SARWATE	সারওয়াতে
SARYU	সরযূ
SASKATCHEWAN	স্যাসক্যাচএওয়ান
SASWADKAR	সাসওয়াদকার
SATANG	সাতাঙ্গ
SATARA	সাতারা
SATENDRA	সতেন্দ্র
SATHANUR	সাথানুর
SATI	সতী
SATIJA	সাতিজা
SATIMA	সতীমা
SATINATH	সতীনাথ
SATINDRA	সতীন্দ্র
SATIRANI	সতীরানী
SATIRANJAN	সতীরঞ্জন
SATISH	সতীশ
SATNA	সাতনা
SATPAL	সতপাল
SATSANG	সতসঙ্গ
SATSUMA	সাতসুমা
SATTAM	সত্তম
SATYAM	সত্যম
SATYANARAYAN	সত্যনারায়ন
SAUGATA	সৌগত
SAUKAT	সওকত
SAUKATALI	সৌকতআলি
SAUL	সল
SAUNDERS	সুন্দরস
SAVAGE	সাভেজ
SAVITA	সবিতা
SAVOIE	সাভয়
SAVU	সাভু
SAWATCH	সাওয়াচ
SAWECH	সাওয়েচ
SAWEN	সাওয়েন
SAWYER	সওয়ের
SAXON	স্যাক্সোন
